ASVID,Taxon
5fb645bb2d3411f0c912d3d7241bd6ca,d__Bacteria; p__Firmicutes; c__Bacilli
394eda29c886632f514dd94b58381186,d__Bacteria; p__Firmicutes; c__Bacilli
8a04087ad9918d2f573cfbe8e8835b17,d__Bacteria; p__Firmicutes; c__Bacilli
5b7fc62cd387ad32039abbece61f52d3,d__Bacteria; p__Firmicutes; c__Bacilli
a60d330ad9b6af929b1493e74447040b,d__Bacteria; p__Firmicutes; c__Bacilli
82494701b43b42a162ae37a8d3d6ab4f,d__Bacteria; p__Firmicutes; c__Bacilli
bb43ba99ad5c7532ecd4f6ce66613d75,d__Bacteria; p__Firmicutes; c__Bacilli
69b68c4281fd6723f9330e227b8f12fd,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
8dad8e4d40e9d88468842af1b1de9982,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
260aeef7a569f1cb4655da676c3b3c87,d__Bacteria; p__Firmicutes; c__Bacilli
afe4e1d5b26f084347ab0bba0c50e995,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
7d21b0b9990a36ba592aebb846687a0a,d__Bacteria; p__Firmicutes; c__Bacilli
41239bf7500e732c6ef70519b7224adf,d__Bacteria; p__Firmicutes; c__Bacilli; o__Exiguobacterales; f__Exiguobacteraceae; g__Exiguobacterium
ee901246bc0f7221f4b15fbd9ff95f62,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
1b3f8dce82848d7727ab43ab8f57c888,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
91e1ff17798fd41110593816ee06f651,d__Bacteria; p__Firmicutes; c__Bacilli; o__Exiguobacterales; f__Exiguobacteraceae; g__Exiguobacterium
7671a1752b074771ca3ca28360b7a42c,d__Bacteria; p__Firmicutes; c__Bacilli
f372ac4a574308268b13eeb50524198f,d__Bacteria; p__Firmicutes; c__Bacilli; o__Exiguobacterales; f__Exiguobacteraceae; g__Exiguobacterium
6d281fcc460b726e8df4d97dde01b238,d__Bacteria; p__Firmicutes; c__Bacilli
8bca8fe76120ccf19d348f89c0a4bd23,d__Bacteria; p__Firmicutes; c__Bacilli
fb6f5fdb42b7b4a3b0e85658494b3f1f,d__Bacteria; p__Firmicutes; c__Bacilli
ab0d24a059561ef0931c6ee9a3b82d08,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
25a7a3bd5dabbea04d87e336652a0181,d__Bacteria; p__Firmicutes; c__Bacilli
4f784e66f056a536e3cbe3a959747f76,d__Bacteria; p__Firmicutes; c__Bacilli
48246b976d5804a3c4c713914edd76d7,d__Bacteria; p__Firmicutes; c__Bacilli; o__Exiguobacterales; f__Exiguobacteraceae; g__Exiguobacterium
565b59725452b37f481c73bbb7e4ff26,d__Bacteria; p__Firmicutes; c__Bacilli
951cb30288675d5d81bcb8b231a7ec90,d__Bacteria; p__Firmicutes; c__Bacilli
d3c430e0cebd9ca39ccce7765851367f,d__Bacteria; p__Firmicutes; c__Bacilli
052a45aaf1fee9c98ebed0ec1c1bcadd,d__Bacteria; p__Firmicutes; c__Bacilli
1edb91e3ba966b9e9245aa1b1c2916ca,d__Bacteria; p__Firmicutes; c__Bacilli
614097dd279375d41a51c7bd52f45f7e,d__Bacteria; p__Firmicutes; c__Bacilli
57f2601c9149e063c8c8a94cc9b9d351,d__Bacteria; p__Firmicutes; c__Bacilli
1cd9f838172d6728aa60cbb69e5167de,d__Bacteria; p__Firmicutes; c__Bacilli; o__Exiguobacterales; f__Exiguobacteraceae; g__Exiguobacterium
7c7785d0fc459bff976a120f12cd3e3d,d__Bacteria; p__Firmicutes; c__Bacilli
e9ac80b3b7f2f0cfe652a21e1250ed62,d__Bacteria; p__Firmicutes; c__Bacilli
0902945e789ce8103af8e9306243559b,d__Bacteria; p__Firmicutes; c__Bacilli; o__Exiguobacterales; f__Exiguobacteraceae; g__Exiguobacterium
abb182fd8c319742e69baa30af53b3c8,d__Bacteria; p__Firmicutes; c__Bacilli
e166afb28dc7d02ad14c2c5e8d0ec59a,d__Bacteria; p__Firmicutes; c__Bacilli; o__Exiguobacterales; f__Exiguobacteraceae; g__Exiguobacterium
2f8152787ed7ef8c4ff30473c65b13b4,d__Bacteria; p__Firmicutes; c__Bacilli
79aacf792b6d51776f73a742e5fd1968,d__Bacteria; p__Firmicutes; c__Bacilli
57951963d609817bbf2a70ba02cdd5ab,d__Bacteria; p__Firmicutes; c__Bacilli; o__Exiguobacterales; f__Exiguobacteraceae; g__Exiguobacterium
882b5b49ef18215727a0900958cdec5d,d__Bacteria; p__Firmicutes; c__Bacilli
1bbce0cd0a8ef6a8d5388916b5fd23c8,d__Bacteria; p__Firmicutes; c__Bacilli
ad1a8bd881de2c85796c609f0452e385,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
50f5e721fa21e787ec67801dbe52059e,d__Bacteria; p__Firmicutes; c__Bacilli
12ae7c7adf957bf544e885719a2bb429,d__Bacteria; p__Firmicutes; c__Bacilli
8b4ba1256ceafbec73e7720ae7fd9a13,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
08142f6dfbb56508fef4fc8a7f8103b9,d__Bacteria; p__Firmicutes; c__Bacilli
2d76be5c389c53c2a02ed44b088c000f,d__Bacteria; p__Firmicutes; c__Bacilli
dada98173a9d0b48e30800dbf3e16628,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_alimentarius
da57360608650dbc8ebb7d5bca466bc5,d__Bacteria; p__Firmicutes; c__Bacilli
0805dfed44075eed08005484144e9d1e,d__Bacteria; p__Firmicutes; c__Bacilli
569948f2ac09ecc7d43a2c8836c09d07,d__Bacteria; p__Firmicutes; c__Bacilli
83e0fa14a2f10676585e5e12c28d6f8a,d__Bacteria; p__Firmicutes; c__Bacilli
2abeec4a9d46462fcda48e4b4818bd40,d__Bacteria; p__Firmicutes; c__Bacilli
936bd9c6cbc84c2969fe3ad53f9efa8a,d__Bacteria; p__Firmicutes; c__Bacilli
94d1201b8821416442c51d28e627e63c,d__Bacteria; p__Firmicutes; c__Bacilli
3d9ea89329f441777185c56a55cad9f1,d__Bacteria; p__Firmicutes; c__Bacilli
5391e2137c8b06cd90413791f51ace25,d__Bacteria; p__Firmicutes; c__Bacilli
67edfb506b2698e81f72e86befe9a0d0,d__Bacteria; p__Firmicutes; c__Bacilli
0a37a6db9fe13160e70985e01b3db9b5,d__Bacteria; p__Firmicutes; c__Bacilli
4198c18d5e53d6c306aad69a47a6ec2d,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_gallinarum
31d5f96bba8daff4ab97558a484f2f8a,d__Bacteria; p__Firmicutes; c__Bacilli; o__Exiguobacterales; f__Exiguobacteraceae; g__Exiguobacterium
c4d191c26ac7229f4ac096a48be90eee,d__Bacteria; p__Firmicutes; c__Bacilli
27326c1e6291c6ab0d56108d646b9aa6,d__Bacteria; p__Firmicutes; c__Bacilli
09680c0ca20fa2874175ecfae5cdedea,d__Bacteria; p__Firmicutes; c__Bacilli
737e00b92cd9b68d89b0f943283e89f3,d__Bacteria; p__Firmicutes; c__Bacilli
b1a31145f8767fe6b085d40c383f0c2e,d__Bacteria; p__Firmicutes; c__Bacilli
1262c7a173c628f292f7bde772c5b015,d__Bacteria; p__Firmicutes; c__Bacilli
faf81ea911ebfdd8b83a947150fb0473,d__Bacteria; p__Firmicutes; c__Bacilli
2e0e234b98d07b541e201ec929177eff,d__Bacteria
177716ac21bd175bc90e18704313cd00,d__Bacteria; p__Firmicutes; c__Bacilli
2399082a40e4d95cc7a43114eaf1174d,d__Bacteria; p__Firmicutes; c__Bacilli
1c26da83fc093bbd7f593435ec2fc8c1,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
393ebadec41cd6b947054eb3989ad267,d__Bacteria; p__Firmicutes; c__Bacilli
fb2b00a8282741f54559c37f4ce69e20,d__Bacteria; p__Firmicutes; c__Bacilli
5901eedfed52f1914c734e1ba2d08fa5,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
8a06c5836b61ad5476c93f2b7d2b9311,d__Bacteria; p__Firmicutes; c__Bacilli
29e6565ed090d4fa43fbd8db723fd6b2,d__Bacteria; p__Firmicutes; c__Bacilli
b8175a04ac8a450b550d2d187b631dfa,d__Bacteria; p__Firmicutes; c__Bacilli
881f73a51c6d2428c11fbf1339a237db,d__Bacteria; p__Firmicutes; c__Bacilli
0f62f01faef0b2e84841233478c19452,d__Bacteria; p__Firmicutes; c__Bacilli
55792c12c79363381297f46c9cf019aa,d__Bacteria; p__Firmicutes; c__Bacilli
b390ceecc6dfd3878a65fd3c0d488ad5,d__Bacteria; p__Firmicutes; c__Bacilli
b599712067d46ba076626026e290091c,d__Bacteria; p__Firmicutes; c__Bacilli
9676d247c8609d9a7b39e1ad2b441d60,d__Bacteria; p__Firmicutes; c__Bacilli
c5db6b0b3b4c717275cfc671c1cb4326,d__Bacteria; p__Firmicutes; c__Bacilli
934f3a2bc2437e32361c9014a234e91b,d__Bacteria; p__Firmicutes; c__Bacilli
f4046a40387faffb9389ba948a9a0f60,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
474cda6ad36902d427ba9d46a85ecc05,d__Bacteria; p__Firmicutes; c__Bacilli
741019a4c538ceb6b24014953ebc4c77,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_alimentarius
42c7f6d1d66464e6017034f2bccc5e35,d__Bacteria; p__Firmicutes; c__Bacilli
61179fb37dee3afbc2e7422d6d1c4b5a,d__Bacteria; p__Firmicutes; c__Bacilli
c780a18652f36f904fbc139dba0b9440,d__Bacteria; p__Firmicutes; c__Bacilli
0718a93bde0ce80e7185dc3724bf01b1,Unassigned
b2d8c7c82a0bf64341a78c74fe744cd8,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
4f328e8375b0d214b9a08059955de735,d__Bacteria; p__Firmicutes; c__Bacilli
fe64924d2a6b68451bf895dc37d82c29,d__Bacteria; p__Firmicutes; c__Bacilli
7cccad6e678f56ce8be213f94d41e612,d__Bacteria; p__Firmicutes; c__Bacilli
8a69053066f074e3aa1b694b9c742ae2,d__Bacteria; p__Firmicutes; c__Bacilli
0be31311933b0d26d811dd5df11c8116,d__Bacteria; p__Firmicutes; c__Bacilli
ed5bb764f3affc4cba3d754e83dc79ef,d__Bacteria; p__Firmicutes; c__Bacilli
b21cc4c35eb51bf92932052b57ff1db7,d__Bacteria; p__Firmicutes; c__Bacilli
bddb065c1acf06255d8fd2f0d5ba7665,d__Bacteria; p__Firmicutes; c__Bacilli
7be8a44f314b068231acdecb0b8c68cc,d__Bacteria; p__Firmicutes; c__Bacilli
b1c36276417a80ad8aa7432eb296d1e1,d__Bacteria; p__Firmicutes; c__Bacilli
9f53686e25f800ad0ef7844fc0cf6a55,d__Bacteria; p__Firmicutes; c__Bacilli
55ce7362ebd10a4abb453ca03bae685b,d__Bacteria; p__Firmicutes; c__Bacilli
14f24b5da11a31a515011bdc85036abe,d__Bacteria; p__Firmicutes; c__Bacilli
39ad90f4ab71e765888e896c87e36fe4,d__Bacteria; p__Firmicutes; c__Bacilli
69cb94bc7147e79c931c6c3fe7c5c4b1,d__Bacteria; p__Firmicutes; c__Bacilli
75bb4faf2b472943470c352752758ba0,d__Bacteria; p__Firmicutes; c__Bacilli
d1d66b062e5aad8e6ed1fd1ce3d4b7a2,d__Bacteria; p__Firmicutes; c__Bacilli
9e4a961d0f7503bde47fd6351bc9b65b,d__Bacteria; p__Firmicutes; c__Bacilli
1c7d2ad94334dd47c5d0181ab8aea2b9,d__Bacteria; p__Firmicutes; c__Bacilli
ffa3547032cba01cacf92a0abb22f27d,d__Bacteria; p__Firmicutes; c__Bacilli
6eee245aa91e70e157730127e1c76dbd,d__Bacteria; p__Firmicutes; c__Bacilli
800c06537038504df89d2af5bae96171,d__Bacteria; p__Firmicutes; c__Bacilli
3331af2c2e5e4c50b60ca7ee4b0fafb3,d__Bacteria; p__Firmicutes; c__Bacilli
3c409d4efded60940c4cc7f660774552,d__Bacteria; p__Firmicutes; c__Bacilli
4a0b5fb3bdd93ac513115d24be874311,d__Bacteria; p__Firmicutes; c__Bacilli
3857c594522b9e6781e5652e7accbc34,d__Bacteria; p__Firmicutes; c__Bacilli
db723d84f618ec70763ff899d0638ee1,d__Bacteria; p__Firmicutes; c__Bacilli
fc0af959a24abf88d1ea9440158ed6c9,d__Bacteria; p__Firmicutes; c__Bacilli
7566004cf635b0a8ae6f1577b89db516,d__Bacteria; p__Firmicutes; c__Bacilli
153a1c462f6c9cc86cb69c231e968272,d__Bacteria; p__Firmicutes; c__Bacilli
6505b724a88e85d78ef689a5e3cd8cb3,d__Bacteria; p__Firmicutes; c__Bacilli
0b9d81bf74392ad0ae77b55a24d4445e,d__Bacteria; p__Firmicutes; c__Bacilli
eec7256cf7db61d017ec1c9ffba653ae,d__Bacteria; p__Firmicutes; c__Bacilli
25d53790fc22e4705700b3358a283d13,d__Bacteria; p__Firmicutes; c__Bacilli
70561d58dc85202883a6a146819a272f,d__Bacteria; p__Firmicutes; c__Bacilli
d9565e0dc11f6a9c395eceff17ef1be6,d__Bacteria; p__Firmicutes; c__Bacilli
7e0aa45693ffd4934fa810d36f286435,d__Bacteria; p__Firmicutes; c__Bacilli
81dce965cd9bc5653045635d99b4d67e,d__Bacteria; p__Firmicutes; c__Bacilli
122d613041eee654b48b948cffb4e975,d__Bacteria; p__Firmicutes; c__Bacilli
a26c047eb0530234fd3332b2b918c03b,d__Bacteria; p__Firmicutes; c__Bacilli
9e3076e459c5e352922efb43f831049e,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
3639091e0853cfd54eb1a3e483a49bc7,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Carnobacterium; s__Carnobacterium_maltaromaticum
e6d9efa1a2485e7c0c5763911af6743d,d__Bacteria; p__Firmicutes; c__Bacilli
0dc44d63c713858c18e38ab8b70d9269,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
48c9b909dcec86c776538b926e6d1a38,d__Bacteria; p__Firmicutes; c__Bacilli
917e5e80e61ae435d7483b3e826baffd,d__Bacteria; p__Firmicutes; c__Bacilli
459237eed7b8746d53bd018ddf71d85d,d__Bacteria; p__Firmicutes; c__Bacilli
c94185692158dcb4748247431b8ceefc,d__Bacteria; p__Firmicutes; c__Bacilli
46e9544e9c5e7ed6d90a7b50a8a9c990,d__Bacteria; p__Firmicutes; c__Bacilli
2ddd42722497082a323c3317657ae6c0,d__Bacteria; p__Firmicutes; c__Bacilli
2931af850f58ea3b890b289abab2b8c1,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Marinococcaceae; g__Marinococcus
443e07620f9f52df52d8aa9d26715e31,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Marinococcaceae; g__Marinococcus
c7d21e232c06c95902cd90b1bc630eda,d__Bacteria; p__Firmicutes; c__Bacilli
af1302a4bc4ca66c5baff81aeb40effd,d__Bacteria
83676f71aefe1d930538bbe5cd6cabed,Unassigned
6318166a24fd704f152c65bd8fa8a539,Unassigned
b87804b12bc2276c2d25a36d13d8bacd,d__Bacteria
30f5f065ff7b65bcaf361e9bb2805423,d__Bacteria; p__Firmicutes; c__Bacilli
f1a7db49b0df77cb8034f8178e6c91eb,d__Bacteria; p__Firmicutes; c__Bacilli
7663573699f6eaa845e83418a091049b,d__Bacteria; p__Firmicutes; c__Bacilli
bfeb5aab23596d88151ad0bee827a24a,d__Bacteria; p__Firmicutes; c__Bacilli
1cf18cfe10807e5d9b850f6b5f8fd3b1,d__Bacteria; p__Firmicutes; c__Bacilli
7d90dbdc0498d0047c76173be3d20b91,d__Bacteria; p__Firmicutes; c__Bacilli
eeb01785552d250c8be719685d828344,d__Bacteria; p__Firmicutes; c__Bacilli
e72e441b5577efa7b2209853d1e037ca,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
207de09e3534ec26d17f27cb9866d385,d__Bacteria; p__Firmicutes; c__Bacilli
c04ce073e32f963ad84e3e1e1f4f4698,d__Bacteria; p__Firmicutes; c__Bacilli
b0a9bb1b83ff3d9735c53ac0509a8d80,d__Bacteria
a1e9a21c483451b5f142c02e05492e50,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
3bee087615f7738580044f20d6dee24d,d__Bacteria; p__Firmicutes; c__Bacilli
56bf27f74817b0056942e4a84a7b2e36,d__Bacteria; p__Firmicutes; c__Bacilli
f96c2ded115b2b32038490c3ff177297,d__Bacteria; p__Firmicutes; c__Bacilli
7d2654890fb2fb434f7ee6e73622b4b1,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_gallinarum
740fb65a075e981fe1e357b0ca8b1bbd,d__Bacteria; p__Firmicutes; c__Bacilli
68a9368fddab18c02403831b0e4fb7f2,d__Bacteria; p__Firmicutes; c__Bacilli
e921e545e3e42c795f12a215f520b1e2,d__Bacteria; p__Firmicutes; c__Bacilli
bf9305f149f26fa39b10e3a40b5cd2f5,d__Bacteria; p__Firmicutes; c__Bacilli
559b17dc7f27a0cbebd91d9785ebf2e7,d__Bacteria; p__Firmicutes; c__Bacilli
4f1489d5861454a3a3457a366192a6de,d__Bacteria; p__Firmicutes; c__Bacilli
6c7ae1110778432feaf7de6d20f7ca5e,d__Bacteria; p__Firmicutes; c__Bacilli
20ff46f077df62af33c780d4b79e4703,d__Bacteria; p__Firmicutes; c__Bacilli
3777c1e75f49dddf9252d83fdcb01834,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__Bacillus_murimartini
ee3072cc17a5e70cb4e49387257957ec,d__Bacteria; p__Firmicutes; c__Bacilli
7cc9bd23d0a81b25254d454f13cc7e35,d__Bacteria; p__Firmicutes; c__Bacilli
8314ebd45bc229abf184953f1b7d8b9e,d__Bacteria; p__Firmicutes; c__Bacilli
32050a56f8924392525a724a1bcd001e,d__Bacteria; p__Firmicutes; c__Bacilli
ee1b3347761501260eadd04cb5c27900,d__Bacteria; p__Firmicutes; c__Bacilli
c3bccbacd8c828844319975612a52345,d__Bacteria; p__Firmicutes; c__Bacilli
a0a6098c0e998367bb5e5e55e57d2a6b,d__Bacteria; p__Firmicutes; c__Bacilli
48f718a402a4bd6db443423cf38fd005,d__Bacteria; p__Firmicutes; c__Bacilli
a664e812df527cc64b813df57682715a,d__Bacteria; p__Firmicutes; c__Bacilli
d1530ec3fe53e9fdfae0ec1449cea285,d__Bacteria; p__Firmicutes; c__Bacilli
f09e067c87825bf30e4534ecb6184e56,d__Bacteria; p__Firmicutes; c__Bacilli
ab0ac6da42f1f5f3a2aaeebcb9f1ba9e,d__Bacteria; p__Firmicutes; c__Bacilli
09b458879ec5450157ff2b01931fc329,d__Bacteria; p__Firmicutes; c__Bacilli
707e9020893f965e67fd6f93f83be103,d__Bacteria; p__Firmicutes; c__Bacilli
a9630f43756dcc3ad169f0a219014854,d__Bacteria; p__Firmicutes; c__Bacilli
59d5326c91d84d66d62df4a0e869f403,d__Bacteria; p__Firmicutes; c__Bacilli
ab82627e3e67b1b80c7154ca2b462940,d__Bacteria; p__Firmicutes; c__Bacilli
08c6bcf07e90b4484a7ea7fdf5b984b7,d__Bacteria; p__Firmicutes; c__Bacilli
13ffa99c2cb4c85e299b445cf6615de6,d__Bacteria; p__Firmicutes; c__Bacilli
075e61887550b60040e7de38705c9a76,d__Bacteria; p__Firmicutes; c__Bacilli
c808c665dd91ec6cf6fd087e9cd79126,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
605f77b119092fcdb96ae1442a40683f,d__Bacteria; p__Firmicutes; c__Bacilli
be5a397c02fef33764bef775b064f29d,d__Bacteria; p__Firmicutes; c__Bacilli
e9f6b1b04b72fddefd509e238dd2e555,d__Bacteria; p__Firmicutes; c__Bacilli
f91a954c9d42286e4f16c544e9059ebf,d__Bacteria; p__Firmicutes; c__Bacilli
80143be65d706933066584814d395bdc,d__Bacteria; p__Firmicutes; c__Bacilli
186b2109876b3c50b6b7d90d59fbb477,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
b827b16bbbe7eaf5cd1f5e42cf996f29,d__Bacteria; p__Firmicutes; c__Bacilli
218b1c90ceff865dd00fa51864607859,d__Bacteria; p__Firmicutes; c__Bacilli
7b92485e42a3e0070e2ff60c0e7a77df,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_gallinarum
88a0dadfd987edad4f9c78409818bc03,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_gallinarum
418775c4df69330c3068f4dd2949d9c4,d__Bacteria; p__Firmicutes; c__Bacilli
a82250af6ba5d2b64912c3ad6d84a5b0,d__Bacteria; p__Firmicutes; c__Bacilli
9b9443cfef52a05f94d58be85023116a,d__Bacteria; p__Firmicutes; c__Bacilli
24947e5e5adf4be2938c6fc541f18eba,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_gallinarum
77bc1ce75c7c9f19e553de64aeb0a362,d__Bacteria; p__Firmicutes; c__Bacilli
66c37761fcd0835344226a6f6c0af037,d__Bacteria; p__Firmicutes; c__Bacilli
a0598267323e9ea015a3f5e5e8758b07,d__Bacteria; p__Firmicutes; c__Bacilli
29d000fe29dc5ccd0f12495a639dc521,d__Bacteria; p__Firmicutes; c__Bacilli
038a7d719347c51ad22998f18e436b62,d__Bacteria; p__Firmicutes; c__Bacilli
e3381f5ab27c3895b84398b39ddf0410,d__Bacteria; p__Firmicutes; c__Bacilli
7d690ff8f463e610aeb6e91ba45c3eff,d__Bacteria; p__Firmicutes; c__Bacilli
efccecea3643996e150fc93e0374c540,d__Bacteria; p__Firmicutes; c__Bacilli
9a461411a66d186944e9deffbc600e99,d__Bacteria; p__Firmicutes; c__Bacilli
ad9bc6e9727f85377d09888d5f18c33d,d__Bacteria; p__Firmicutes; c__Bacilli
27039df17b15f0ce25ed58a65c6aa696,d__Bacteria; p__Firmicutes; c__Bacilli
c1b038780fe671967895d6daa7c6479d,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
dd98db1f84fde9a9474df99466a658ee,d__Bacteria; p__Firmicutes; c__Bacilli
40a3b452e01ad481f8cf91ec83ad47e5,d__Bacteria; p__Firmicutes; c__Bacilli
fd5476accd270351dc2d14b8db22df33,d__Bacteria; p__Firmicutes; c__Bacilli
e3bbf1bd6c612fbffbbf88f4dc54b805,d__Bacteria; p__Firmicutes; c__Bacilli
10f872bc3e780f506b2375ef562c2d03,d__Bacteria; p__Firmicutes; c__Bacilli
0d858dae1d9abb72f80c11c3ff21fd7f,d__Bacteria; p__Firmicutes; c__Bacilli
7ff346973a282aa55de296afdb5d74af,d__Bacteria; p__Firmicutes; c__Bacilli
01ec52a09c54bb54eecc36538e9c00ac,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
81fdf3171afce8534cf93b3a1f54e487,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_gallinarum
b3fe7588bbdc37f82104fd7b93551d70,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
52f38da9106148ffc847616cd9e28c7a,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_gallinarum
62203aec2ddd432d3258c78b8e3cf246,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_gallinarum
586a73244cb4559ceb38775717d1a087,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_gallinarum
af2c741b659a81a83d95a8aaca4579a5,d__Bacteria; p__Firmicutes; c__Bacilli
47fe5b9eeaad17c139e39a16068f34f6,d__Bacteria; p__Firmicutes; c__Bacilli
b7ae2d92c6199a9e58c97d0e75865d36,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
f4ed91626a5ed5874b05f52d8321e4ed,d__Bacteria; p__Firmicutes; c__Bacilli
489ff249f9fb50548a8ad1f8983a79cf,d__Bacteria; p__Firmicutes; c__Bacilli
0461e5811cd58a1b663c5a50b0d6d3e3,d__Bacteria; p__Firmicutes; c__Bacilli
e56e6c4d8f7fdd12981fd1471888e935,d__Bacteria; p__Firmicutes; c__Bacilli
4fb4450281784468fb3540515a69aaeb,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
40cd9d165ccaaa972e6ba1c97824de2a,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_gallinarum
29852e17d247cefef398b22fd9ede317,d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
c3e49ecfbfdb7b180a43811b4c8d156e,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_gallinarum
0077d7579809dfb0fdcc8a3ad25ab220,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_gallinarum
4490a1dff5ed7f1a014487420c58ef58,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_gallinarum
3efbbbdfcd208db1ab5f0270e5c33147,d__Bacteria
0ed3a6836e138f14044f6950ad7280d2,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_gallinarum
020a94d69ebfddc17d8e0b45d9d140ee,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_gallinarum
22f54a4ba2fe98450fbe16add1664282,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
8f64bd227aeb7223fd40a206fca89f22,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
29c3c1a5bde10619ce03df551be9b9f5,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_gallinarum
d83f60183d81253a505beaeef3cd168f,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
ad75af6e73ab6f2a17d9d9bed4800c34,d__Bacteria; p__Firmicutes; c__Bacilli
5765f4112c5694c0813b2fe55fcefbde,d__Bacteria; p__Firmicutes; c__Bacilli
7d135dfbf857c62673695ef24332b100,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
df8456a1abbfb4c8a2c450b44378d4cb,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus_gallinarum
5265f72221cc47bb0906faedfce0f1b2,d__Bacteria; p__Firmicutes; c__Bacilli
1100798da1cfb4360dab3c8165723762,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
42afc44a724611ea7b40a3efc5b738eb,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales
